connectable,conn,framework,probe_cmd,source,name,folder
YES,VISA_SCPI,lantz/VISA,:MEAS:VOLT?,community,KEL100 Series DC Electronic Load,kel10_x
YES,VISA_SCPI,scpi-framework,:channel%d?,community,Keysight DSOX1102G InfiniiVision示波器,d_849
YES,VISA_SCPI,scpi-framework,:TRACE:DATA? TRACE%d;,community,Keysight E4408B ESA-L 基础频谱分析仪,d_804
YES,VISA_SCPI,lantz/VISA,CALC{ch}:PARameter:COUNt?,community,Keysight E5062A ENA-L RF网络分析仪,d_805
YES,VISA_SCPI,scpi-framework,SENS:SWE:POIN?,community,Keysight FieldFox N9914A 手持式RF分析仪,keysight_field_fox
YES,VISA_SCPI,lantz/VISA,*IDN?,community,Keysight Infinii Vision X,keysight_infinii_vision_x
YES,VISA_SCPI,lantz/VISA,MEASure:RESults?,community,Keysight InfiniiVision MSOX3000 X-Series Mixed Signal Oscilloscope,msox3000
YES,VISA_SCPI,lantz/VISA,DISPlay:BOOKmark1:XPOSition?,community,Keysight 仪器通用接口 分析仪器 Keysight,keysight
YES,VISA_SCPI,lantz/VISA,VOUT1?,community,Korad KAxxxxP 可编程直流电源 实验设备 电源,kaxxxxp
YES,VISA_SCPI,lantz/VISA,r?,community,Kuhne Electronic KUSG 245-250A微波信号发生器,d_853
YES,VISA_SCPI,scpi-framework,RDGFIELD?,community,Lake Shore 475 DSP高斯计,d_411
YES,VISA_SCPI,lantz/VISA,PHAS?,community,Lock In Amplifier - SR830,sr830
YES,VISA_SCPI,scpi-framework,*IDN?,community,Marconi 2030/2031/203N 信号发生器,marconi_instruments203_n
YES,VISA_SCPI,scpi-framework,?,community,Marconi 6960B RF功率计,mi6960
YES,VISA_SCPI,scpi-framework,RDGFIELD?,community,Model 336 cryogenic temperature controller,gh_lakeshore_336
YES,VISA_SCPI,scpi-framework,RDGFIELD?,community,Model 340 Cryogenic Temperature Controller,gh_lakeshore_340
YES,VISA_SCPI,lantz/VISA,*IDN?,community,Model 350 cryogenic temperature controller,lakeshore350
YES,VISA_SCPI,scpi-framework,RDGFIELD?,community,Model 370 AC Resistance Bridge,gh_lakeshore_370
YES,VISA_SCPI,scpi-framework,UNITS?,community,Model 4G 双极性超导磁铁电源,d_481
YES,VISA_SCPI,scpi-framework,TE,community,"Motor Controller, Piezo, 2 Axis, Agilis?, Hand-held",aguc2
YES,VISA_SCPI,lantz/VISA,A?,community,Newport 1830-C Optical Power Meter,power_meter1830c
YES,VISA_SCPI,lantz/VISA,A?,community,Newport 1830-C 光功率计 分析仪器 功率计,powermeter1830c
YES,VISA_SCPI,lantz/VISA,ECHO?,community,Newport 2832-C Dual-Channel Optical Power Meter,newport2832c
YES,VISA_SCPI,scpi-framework,TB?,community,"Newport ESP301 Motion Controller/Driver, 3-Axis, USB, RS232",d_770
YES,VISA_SCPI,scpi-framework,TB?,community,Newport ESP-301 三轴集成运动控制器/驱动器,d_414
YES,VISA_SCPI,scpi-framework,TB?,community,Newport ESP301 运动控制器,newport_esp301
YES,VISA_SCPI,scpi-framework,TIMERS?,community,Novanta FPU60激光电源单元,d_861
YES,VISA_SCPI,lantz/VISA,1UNIT?,community,Olympus IX/BX 系列显微镜 光学显微镜 显微镜,ixbx
YES,VISA_SCPI,lantz/VISA,1UNIT?,community,Olympus IX2系列倒置研究显微镜,ix2
YES,VISA_SCPI,scpi-framework,rstli?,community,Ondax SureLock LM系列波长稳定激光模块,d_415
YES,VISA_SCPI,lantz/VISA,*IDN?,community,Open Standard IEEE 488 functions,ieee488
YES,VISA_SCPI,lantz/VISA,*IDN?,community,Oxford Instruments ILM200 智能低温液位计,d_591
YES,VISA_SCPI,lantz/VISA,*IDN?,community,Oxford Instruments Kelvinox IGH 稀释制冷机智能气体处理系统,d_593
YES,VISA_SCPI,scpi-framework,*IDN?,community,Oxford Instruments Triton,gh_oxford_instruments_triton
YES,VISA_SCPI,scpi-framework,TASF,community,Parker GV6伺服电机控制器,d_864
YES,VISA_SCPI,lantz/VISA,*IDN?,community,PeakTech 15xx系列线性稳压直流电源,d_595
YES,VISA_SCPI,scpi-framework,FORM:SMAX?,community,Pendulum CNT-91定时器/计数器/分析仪,d_865
YES,VISA_SCPI,scpi-framework,4,community,Phase Matrix QuickSyn FSW-0020 频率合成器,d_418
YES,VISA_SCPI,scpi-framework,#NAME?,community,Philips PM6669高精度频率计数器,d_866
YES,VISA_SCPI,scpi-framework,RES?,community,Picowatt AVS-47B 交流电阻桥,d_419
YES,VISA_SCPI,scpi-framework,*IDN?,community,PL068,ttipl330_p
YES,VISA_SCPI,scpi-framework,*OPC?,community,Positioners Archives,ets2090
YES,VISA_SCPI,lantz/VISA,BAUD,community,Prior Scientific Nano Scan Z,nano_scan_z
YES,VISA_SCPI,lantz/VISA,*IDN?,community,Products and Solutions｜ADVANTEST CORPORATION,gh_advantest_r624x
YES,VISA_SCPI,lantz/VISA,k;,community,Qcodes/src/qcodes/instrument_drivers/Harvard/Decadac.py at main · microsoft/Qcodes,decadac
YES,VISA_SCPI,lantz/VISA,syst:err:all?,community,QDevil QDAC-II 24通道超低噪声精密DAC,q_dac2
YES,VISA_SCPI,lantz/VISA,*IDN?,community,Quantum Design DynaCool 物性测量系统,d_531
YES,VISA_SCPI,lantz/VISA,*IDN?,community,Quantum Design OptiCool,gh_quantum_design_opticool
YES,VISA_SCPI,scpi-framework,GATE?,community,Qubitekk CC1 Coincidence Counter,cc1
YES,VISA_SCPI,scpi-framework,POSI?,community,Qubitekk MC1 Motor Controller,mc1
YES,VISA_SCPI,scpi-framework,*IDN?,community,QuTech CC-Light 中央控制器 分析仪器 控制器,ccl
YES,VISA_SCPI,scpi-framework,*IDN?,community,QuTech QCC 中央控制器 分析仪器 控制器,qcc
YES,VISA_SCPI,scpi-framework,wlist:name? %d,community,QuTech Qu Tech Awg,qu_tech_awg__module
YES,VISA_SCPI,scpi-framework,*IDN?,community,QuTech QuTech DD MQ Module,dd_mq
YES,VISA_SCPI,scpi-framework,STOP;*OPC?,community,R&amp;S?RTO2000 oscilloscope,rto1024_scope
YES,VISA_SCPI,scpi-framework,SOURce:AFGenerator:PRIMary:LEVel?,community,R&S CMU200,ra_scmu200_audio
YES,VISA_SCPI,lantz/VISA,*IDN?,community,R&S FPC 频谱分析仪,d_254
YES,VISA_SCPI,scpi-framework,T2,community,Racal 1992 通用计数器,racal1992
YES,VISA_SCPI,lantz/VISA,*IDN?,community,RIGOL DS1052E Digital Oscilloscope,ds1052e
YES,VISA_SCPI,scpi-framework,*IDN?,community,Rigol DSG3136B 射频信号发生器,d_597
YES,VISA_SCPI,lantz/VISA,DISPlay:BOOKmark1:XPOSition?,community,RIGOL Rigol,rigol
YES,VISA_SCPI,scpi-framework,:FETCH:POW:ACP?,community,Rohde & Schwarz FSV3013 信号与频谱分析仪,d_598
YES,VISA_SCPI,scpi-framework,SOUR:FREQ?,community,Rohde & Schwarz SMR40 微波信号发生器,d_605
YES,VISA_SCPI,scpi-framework,*IDN?,community,Rohde & Schwarz SMW200A 矢量信号发生器,d_606
YES,VISA_SCPI,scpi-framework,INST?,community,Rohde & Schwarz ZVL13 矢量网络分析仪,d_607
YES,VISA_SCPI,lantz/VISA,*IDN?,community,Rohde & Schwarz 通用仪器接口,rs_instrument
YES,VISA_SCPI,lantz/VISA,*IDN?,community,Rohde R&S RTO Series Real-Time Oscilloscope 示波器,rto_scope
YES,VISA_SCPI,scpi-framework,ZV,community,Rohde Schwarz Nrvs,rohde_schwarz_nrvs
YES,VISA_SCPI,lantz/VISA,*IDN?,community,Scpi Instrument,scpi__instrument
YES,VISA_SCPI,lantz/VISA,DM?,community,SDL Atlas 自动起球评级系统,mini_las_evo
YES,VISA_SCPI,scpi-framework,:WAVeform:PREamble?,community,SDS1000X-HD系列数字示波器,d_875
YES,VISA_SCPI,scpi-framework,OPTN? 2,community,SG380系列射频信号发生器,d_880
YES,VISA_SCPI,scpi-framework,C{ch}:WF? ALL,community,Siglent SDS1072CML数字示波器,d_874
YES,VISA_SCPI,scpi-framework,C{ch}:WF? ALL,community,Siglent SPD1305X线性可编程直流电源,d_873
YES,VISA_SCPI,lantz/VISA,ERROR:CODE?,community,Sirah Matisse连续波单频可调谐环形激光器,d_687
YES,VISA_SCPI,lantz/VISA,CURR?,community,SPD1168X,spd1000
YES,VISA_SCPI,scpi-framework,*IDN?,community,Stanford Research Systems SIM928 隔离直流电压源,d_612
YES,VISA_SCPI,scpi-framework,SRAT?,community,Stanford Research Systems Srs830 系统 分析仪器 透射电子显微镜,srs830
YES,VISA_SCPI,lantz/VISA,PHAS?,community,Stanford SRS SR830 Lock-In Amplifier (GPIB) 锁相放大器,sr830_gpib
YES,VISA_SCPI,lantz/VISA,PHAS?,community,Stanford SRS SR830 Lock-In Amplifier (Serial) 锁相放大器,sr830_serial
YES,VISA_SCPI,lantz/VISA,t,community,Stpdrv,stpdrv
YES,VISA_SCPI,scpi-framework,*IDN?,community,str,aim_t_ti_el302_p
YES,VISA_SCPI,scpi-framework,TAC,community,str,gh_mettler_toledo_mt_sics
YES,VISA_SCPI,scpi-framework,id?,community,str,sc10
YES,VISA_SCPI,scpi-framework,*IDN?,community,str,hp6652a
YES,VISA_SCPI,scpi-framework,*IDN?,community,str,lcc25
YES,VISA_SCPI,scpi-framework,SEN,community,str,tpg36x
YES,VISA_SCPI,scpi-framework,TAC,community,String,mtsics
YES,VISA_SCPI,lantz/VISA,:TRAC:ACT:STAR?,community,TA Instruments SDT 650 同步热分析仪,d_1057
YES,VISA_SCPI,scpi-framework,*IDN?,community,"TC200DiscontinuedTemperature Controller, 120 VAC Power Cord",gh_thorlabs_tc200
YES,VISA_SCPI,scpi-framework,AWGC:RSTATE?,community,Tektronix AWG520 任意波形发生器,d_615
YES,VISA_SCPI,lantz/VISA,*IDN?,community,Tektronix TDS1002B Digital Storage Oscilloscope,tds1002b
YES,VISA_SCPI,lantz/VISA,*IDN?,community,Tektronix TDS1012 Digital Storage Oscilloscope,tds1012
YES,VISA_SCPI,lantz/VISA,ID?,community,Tektronix TDS2024 Digital Storage Oscilloscope,tds2024
YES,VISA_SCPI,lantz/VISA,*IDN?,community,Tektronix(泰克)AFG3021B 任意波函数发生器,afg3021b
YES,VISA_SCPI,lantz/VISA,*IDN?,community,Teledyne LeCroy MAUI Oscilloscope 示波器,maui
YES,VISA_SCPI,scpi-framework,RF?,community,Test and measurement,rohde_schwarz_shm52
YES,VISA_SCPI,lantz/VISA,U,community,Thermotek,gh_thermotek_t255p
YES,VISA_SCPI,scpi-framework,rstli?,community,Thorlabs Laser Module 模块 分析仪器 激光器,lm
YES,VISA_SCPI,scpi-framework,SYST:SENSOR:IDN?,community,Thorlabs PM100USB Power and Energy Meter Interface,pm100_usb
YES,VISA_SCPI,scpi-framework,*IDN?,community,Thorlabs TC200 Temperature Controller,tc200
YES,VISA_SCPI,scpi-framework,MEAS? A,community,TM620 低温温度监测仪,d_482
YES,VISA_SCPI,lantz/VISA,*IDN?,community,Usbtmclight,usbtmclight
YES,VISA_SCPI,scpi-framework,FMA OFV,community,Vector Network Analyzer,wiltron360
YES,VISA_SCPI,lantz/VISA,"<1,RS,??>",community,Watson-Marlow 520/530 蠕动泵,d_67
YES,VISA_SCPI,lantz/VISA,*IDN?,community,WIGGENS  WHT-150恒温恒湿箱,func_gen
YES,VISA_SCPI,scpi-framework,OUTPut:STATe?,community,Wiltron 6672B 扫频合成器,wiltron6672_b
YES,VISA_SCPI,scpi-framework,OUTPut:STATe?,community,Wiltron360 Ss69,wiltron360_ss69
YES,VISA_SCPI,lantz/VISA,30,community,XRV系列工业X射线发生器,d_878
YES,VISA_SCPI,scpi-framework,OS;E,community,Yokogawa AQ6375 Long Wavelength Optical Spectrum Analyzer,d_900
YES,VISA_SCPI,scpi-framework,OS;E,community,Yokogawa AQ6375B Long Wavelength Optical Spectrum Analyzer,d_901
YES,VISA_SCPI,scpi-framework,:SENS?,community,Yokogawa GS200 DC Voltage/Current Source,gh_yokogawa_gs200
YES,VISA_SCPI,lantz/VISA,*IDN?,community,Zurich Instruments UHF Lock-in Amplifier 仪器 分析仪器 锁相放大器,uhf_device
YES,VISA_SCPI,lantz/VISA,*IDN?,community,Zurich Zurich Instruments HD Device,hd_device
YES,VISA_SCPI,lantz/VISA,*IDN?,community,Zurich Zurich Instruments Shell Device,zi_shell_device
YES,VISA_SCPI,scpi-framework,*GAN,community,代理德国BlueSens 生物发酵系统,blu
YES,VISA_SCPI,lantz/VISA,*IDN?,community,韩国ilSHinBioBase 进口深冷冻箱 GUDERO CHEST系列,base_instrument
YES,VISA_SCPI,scpi-framework,SYST:SENSOR:IDN?,community,紧凑型光功率计,d_662
YES,VISA_SCPI,scpi-framework,,community,2600B Series SMU,gh_keithley_2600
YES,VISA_SCPI,scpi-framework,,community,"3488A Switch/Control Unit Operating, Programming, and Configuration Manual",hp3488_a
YES,VISA_SCPI,scpi-framework,,community,"6624A DC Power Supply, Quad-Output, 2 Outputs at 7V/5A, 2 Outputs at 20V/2A,",hp6624a
YES,VISA_SCPI,scpi-framework,,community,83650A 合成扫频信号发生器,d_484
YES,VISA_SCPI,scpi-framework,,community,8800 Controller,gh_thermotron_3800
YES,VISA_SCPI,lantz/VISA,,community,A&D G系列,community_github_djorlando24_pylabdatalogger
YES,VISA_SCPI,lantz/VISA,,community,AADCO零气发生器737-14,a2_d_4_ch__isolated_adc
YES,VISA_SCPI,lantz/VISA,,community,Active Technologies ARB Rider AWG-401x 任意波形发生器,d_788
YES,VISA_SCPI,scpi-framework,,community,Agilent/Keysight 34450A 5.5位数字万用表,d_795
YES,VISA_SCPI,scpi-framework,,community,Agilent/Keysight 8257D PSG模拟信号发生器,d_798
YES,VISA_SCPI,lantz/VISA,,community,Aim-TTi LD400P 可编程直流电子负载,d_807
YES,VISA_SCPI,lantz/VISA,,community,"AJA International, Inc. Sputtering Tools and Systems",gh_aja_international_dcxs_750
YES,VISA_SCPI,lantz/VISA,,community,"AJA International, Inc. Sputtering Tools and Systems",gh_aja_dcxs
YES,VISA_SCPI,scpi-framework,,community,Ametek 7270 DSP锁相放大器,d_566
YES,VISA_SCPI,scpi-framework,,community,AnaPico APSIN12G 模拟信号发生器,d_809
YES,VISA_SCPI,scpi-framework,,community,Andeen-Hagerling AH 2500A Capacitance Bridge,gh_andeen_hagerling_ah2500a
YES,VISA_SCPI,scpi-framework,,community,Andeen-Hagerling AH 2500A Capacitance Bridge,gh_andeen_hagerling_ah_2500a
YES,VISA_SCPI,scpi-framework,,community,Andeen-Hagerling AH2500A 超精密自动电容电桥,d_810
YES,VISA_SCPI,scpi-framework,,community,Anritsu MS2090A Field Master Pro 便携式频谱分析仪,d_812
YES,VISA_SCPI,scpi-framework,,community,Anritsu MS4642B VectorStar 矢量网络分析仪,d_813
YES,VISA_SCPI,scpi-framework,,community,Anritsu MS4644B VectorStar 矢量网络分析仪,d_814
YES,VISA_SCPI,scpi-framework,,community,Anritsu MS4645B VectorStar 矢量网络分析仪,d_815
YES,VISA_SCPI,scpi-framework,,community,Anritsu MS4647B VectorStar 矢量网络分析仪,d_816
YES,VISA_SCPI,scpi-framework,,community,Anritsu MS9740A 光谱分析仪,d_818
YES,VISA_SCPI,scpi-framework,,community,B1500A Semiconductor Device Parameter Analyzer / Semiconductor Characterization,gh_keysight_b1500
YES,VISA_SCPI,scpi-framework,,community,B2962A 6.5-Digit Low Noise Power Source [Discontinued],gh_keysight_b2962a
YES,VISA_SCPI,scpi-framework,,community,"B2985A Electrometer / High Resistance Meter, 0.01 fA [Discontinued]",gh_agilent_b298x
YES,VISA_SCPI,scpi-framework,,community,Benchtop LCR Meters: E4980A,gh_agilent_e4980
YES,VISA_SCPI,scpi-framework,,community,Benchtop LCR Meters: E4980A,gh_keysight_e4980a
YES,VISA_SCPI,lantz/VISA,,community,Cobolt0601 F2,cobolt0601_f2
YES,VISA_SCPI,scpi-framework,,community,Current-Voltage Analyzers: E5270B,gh_agilent_e5270b
YES,VISA_SCPI,lantz/VISA,,community,CXN射频溅射电源,d_882
YES,VISA_SCPI,scpi-framework,,community,Delta Elektronika SM70-45D 可编程直流电源,d_821
YES,VISA_SCPI,lantz/VISA,,community,DG1000Z,dg1000_z
YES,VISA_SCPI,scpi-framework,,community,DMM6500 6.5位触摸屏数字万用表,d_492
YES,VISA_SCPI,scpi-framework,,community,DMM7510 7.5位图形采样万用表,d_493
YES,VISA_SCPI,lantz/VISA,,community,"DSOX3034A Oscilloscope: 350 MHz, 4 Channels",dsox3xx4_a
YES,VISA_SCPI,lantz/VISA,,community,ERA Instruments ERASynth+ 开源射频信号发生器,d_626
YES,VISA_SCPI,lantz/VISA,,community,ERA Instruments ERASynth++ 开源射频信号发生器,d_627
YES,VISA_SCPI,lantz/VISA,,community,Essential Signal Analyzers: N9020B,n9020b
YES,VISA_SCPI,lantz/VISA,,community,Eurotest HPP-120-256 高压直流电源,d_823
YES,VISA_SCPI,lantz/VISA,,community,Expert Benchtop Oscilloscopes,ex_rxx4_a
YES,VISA_SCPI,lantz/VISA,,community,Expert Benchtop Oscilloscopes,ex_rxx8_a
YES,VISA_SCPI,scpi-framework,,community,Fluke 3000 FC Series Wireless Multimeter,fluke3000
YES,VISA_SCPI,lantz/VISA,,community,G2301 Gas Concentration Analyzer,pica_launcher_app
YES,VISA_SCPI,scpi-framework,,community,Generic File Communicator,file_communicator
YES,VISA_SCPI,lantz/VISA,,community,Generic I-V Combined Measurement Backend 后端控制器,iv__combined__backend
YES,VISA_SCPI,scpi-framework,,community,Generic Laboratory Function Generator 函数信号发生器,function_generator
YES,VISA_SCPI,scpi-framework,,community,Generic Loopback Communicator,loopback_communicator
YES,VISA_SCPI,lantz/VISA,,community,Generic Message Based Driver,message_based_driver
YES,VISA_SCPI,lantz/VISA,,community,Generic Message Visa Driver,message_visa_driver
YES,VISA_SCPI,lantz/VISA,,community,Generic Oscilloscope 示波器,oscilloscope
YES,VISA_SCPI,lantz/VISA,,community,Generic Serial Driver 串口设备,serial_driver
YES,VISA_SCPI,lantz/VISA,,community,Generic Serial Visa Driver 串口设备,serial_visa_driver
YES,VISA_SCPI,scpi-framework,,community,Generic TC038D Temperature Controller 温度控制器,tc038_d
YES,VISA_SCPI,lantz/VISA,,community,Generic Tcp Raw Driver,tcp_raw_driver
YES,VISA_SCPI,scpi-framework,,community,Generic Usb Communicator,usb_communicator
YES,VISA_SCPI,lantz/VISA,,community,Generic Usb Driver,usb_driver
YES,VISA_SCPI,scpi-framework,,community,Generic Usbtmc Communicator,usbtmc_communicator
YES,VISA_SCPI,lantz/VISA,,community,Generic Usbtmc Driver,usbtmc_driver
YES,VISA_SCPI,scpi-framework,,community,Generic Vxi11 Communicator,vxi11_communicator
YES,VISA_SCPI,lantz/VISA,,community,Generic Vxi11 Driver,vxi11_driver
YES,VISA_SCPI,scpi-framework,,community,HCP TC038 温度控制器,d_406
YES,VISA_SCPI,scpi-framework,,community,HCP TC038D 温度控制器,d_407
YES,VISA_SCPI,scpi-framework,,community,HP 11713A 衰减器/开关驱动器,d_833
YES,VISA_SCPI,scpi-framework,,community,HP 33120A 函数/任意波形发生器,d_825
YES,VISA_SCPI,scpi-framework,,community,HP 3437A 系统电压表,d_827
YES,VISA_SCPI,lantz/VISA,,community,HP 34401A 6?位数字万用表,d_826
YES,VISA_SCPI,scpi-framework,,community,HP 3456A 6?-Digit Digital Multimeter,hp3456a
YES,VISA_SCPI,scpi-framework,,community,HP 3478A 5?位数字万用表,d_828
YES,VISA_SCPI,lantz/VISA,,community,HP 6632A 系统直流电源,d_834
YES,VISA_SCPI,lantz/VISA,,community,HP 6633A 系统直流电源,d_835
YES,VISA_SCPI,lantz/VISA,,community,HP 6634A 系统直流电源,d_836
YES,VISA_SCPI,lantz/VISA,,community,HP 8560A 便携式频谱分析仪,d_829
YES,VISA_SCPI,lantz/VISA,,community,HP 8561B 便携式频谱分析仪,d_830
YES,VISA_SCPI,scpi-framework,,community,ILX Lightwave LDP-3811 脉冲激光二极管驱动器,d_837
YES,VISA_SCPI,lantz/VISA,,community,Inficon IC/5 薄膜沉积控制器,d_54
YES,VISA_SCPI,lantz/VISA,,community,Inficon SQM-160 薄膜沉积监控仪,d_286
YES,VISA_SCPI,lantz/VISA,,community,INFICON SQM-160 薄膜沉积速率/厚度监控仪,d_838
YES,VISA_SCPI,lantz/VISA,,community,Inficon SQM-160/SQC-310 薄膜监控仪/控制器,d_56
YES,VISA_SCPI,lantz/VISA,,community,Inficon XTM/2 薄膜沉积监控仪,d_288
YES,VISA_SCPI,lantz/VISA,,community,Infiniium MXR-Series,mx_rxx8_a
YES,VISA_SCPI,lantz/VISA,,community,Infiniium MXR-Series,mx_rxx4_a
YES,VISA_SCPI,lantz/VISA,,community,IVI VISA Instrument Communicator,visa_communicator
YES,VISA_SCPI,scpi-framework,,community,Keithley 195/195A System Digital Multimeter,keithley195
YES,VISA_SCPI,scpi-framework,,community,Keithley 2182A 双通道纳伏表,d_410
YES,VISA_SCPI,scpi-framework,,community,Keithley 2400 Standard Series SMU,gh_keithley_2400
YES,VISA_SCPI,scpi-framework,,community,Keithley 2450,gh_keithley_2450
YES,VISA_SCPI,scpi-framework,,community,Keithley 2510 TEC源表,d_844
YES,VISA_SCPI,scpi-framework,,community,Keithley 6220,gh_keithley_6220
YES,VISA_SCPI,scpi-framework,,community,Keithley 6220 DC Precision Current Source,keithley6220
YES,VISA_SCPI,scpi-framework,,community,Keithley 6221,gh_keithley_6221
YES,VISA_SCPI,scpi-framework,,community,Keithley 6517B,gh_keithley_6517b
YES,VISA_SCPI,scpi-framework,,community,Keithley DMM6500 6.5位触屏数字万用表,d_846
YES,VISA_SCPI,scpi-framework,,community,Keithley Instruments & Products,keithley79996
YES,VISA_SCPI,scpi-framework,,community,Keysight 81160A脉冲/函数/任意/噪声发生器,d_848
YES,VISA_SCPI,scpi-framework,,community,Keysight B2983B 皮安表/飞安表,d_801
YES,VISA_SCPI,scpi-framework,,community,Keysight B2985B 静电计/高阻计,d_802
YES,VISA_SCPI,scpi-framework,,community,Keysight B2987B 静电计/高阻计（电池供电型）,d_803
YES,VISA_SCPI,lantz/VISA,,community,Keysight DSOX Series Oscilloscope 示波器,dsox
YES,VISA_SCPI,scpi-framework,,community,Keysight E36312A三路输出可编程直流电源,d_850
YES,VISA_SCPI,lantz/VISA,,community,Keysight EXR Series Real-Time Oscilloscope 示波器,exr
YES,VISA_SCPI,lantz/VISA,,community,Keysight MSOX Series Mixed Signal Oscilloscope 示波器,msox
YES,VISA_SCPI,lantz/VISA,,community,Keysight MXR Series Real-Time Oscilloscope 示波器,mxr
YES,VISA_SCPI,scpi-framework,,community,Keysight N5767A系统直流电源,d_851
YES,VISA_SCPI,scpi-framework,,community,Keysight N7776C高功率低SSE可调谐激光源,d_852
YES,VISA_SCPI,lantz/VISA,,community,Keysight N8975A 噪声系数分析仪,d_806
YES,VISA_SCPI,lantz/VISA,,community,Keysight UXR Series Real-Time Oscilloscope 示波器,uxr
YES,VISA_SCPI,scpi-framework,,community,Lake Shore 211温度监控仪,d_854
YES,VISA_SCPI,scpi-framework,,community,Lake Shore 224温度监控仪,d_855
YES,VISA_SCPI,scpi-framework,,community,Lake Shore 421高斯计,d_856
YES,VISA_SCPI,scpi-framework,,community,Lake Shore 425高斯计,d_857
YES,VISA_SCPI,lantz/VISA,,community,Laser Power Control,laser_power_control
YES,VISA_SCPI,scpi-framework,,community,LDC500激光二极管控制器,d_879
YES,VISA_SCPI,scpi-framework,,community,Lighthouse Photonics Sprout-G 连续波DPSS绿光激光器,d_586
YES,VISA_SCPI,scpi-framework,,community,Lighthouse Photonics Sprout-G绿光泵浦激光器,d_684
YES,VISA_SCPI,scpi-framework,,community,Lumiloop LS Probe,lumiloop_ls_probe
YES,VISA_SCPI,scpi-framework,,community,M81-SSM Synchronous Source Measure System,gh_lake_shore_m81
YES,VISA_SCPI,scpi-framework,,community,measurement,arbok_driver
YES,VISA_SCPI,scpi-framework,,community,MI Wave5nn,mi_wave5nn
YES,VISA_SCPI,scpi-framework,,community,MingHe MHS-5200A 双通道DDS信号发生器,d_412
YES,VISA_SCPI,lantz/VISA,,community,MKS 937B数字组合真空计控制器,d_859
YES,VISA_SCPI,lantz/VISA,,community,MKS 974B QuadMag三合一真空传感器,d_860
YES,VISA_SCPI,scpi-framework,,community,Model 325 cryogenic temperature controller,gh_lakeshore_model_325
YES,VISA_SCPI,scpi-framework,,community,Model 331 Cryogenic Temperature Controller,gh_lakeshore_331
YES,VISA_SCPI,lantz/VISA,,community,Model 335 cryogenic temperature controller,gh_lakeshore_model_335
YES,VISA_SCPI,scpi-framework,,community,Model 340 Cryogenic Temperature Controller,lakeshore340
YES,VISA_SCPI,scpi-framework,,community,Model 370 AC Resistance Bridge,lakeshore370
YES,VISA_SCPI,scpi-framework,,community,Model 580 Micro-ohmmeter Specifications Rev. A,keithley580
YES,VISA_SCPI,lantz/VISA,,community,Motor Control,motor_control
YES,VISA_SCPI,scpi-framework,,community,mtiggelman/SPI-rack: Python drivers for the QuTech SPI-rack,qu_tech__control_box
YES,VISA_SCPI,lantz/VISA,,community,Newport ESP100 通用运动控制器/驱动器,d_343
YES,VISA_SCPI,lantz/VISA,,community,Newport SMC100 单轴运动控制器,d_346
YES,VISA_SCPI,scpi-framework,,community,Oxford Instruments ITC503,gh_oxford_instruments_itc503
YES,VISA_SCPI,scpi-framework,,community,Oxford Instruments ITC503 Intelligent Temperature Controller,oxford_itc503
YES,VISA_SCPI,lantz/VISA,,community,PerkinElmer Lambda 103 紫外-可见分光光度计,lambda103
YES,VISA_SCPI,scpi-framework,,community,Piezo Channel 压电通道控制器,piezo_channel
YES,VISA_SCPI,lantz/VISA,,community,Pro Benchtop Oscilloscopes,ux_rxxx2_a
YES,VISA_SCPI,lantz/VISA,,community,Pro Benchtop Oscilloscopes,ux_rxxx4_a
YES,VISA_SCPI,scpi-framework,,community,PRO8000模块化激光驱动器,d_889
YES,VISA_SCPI,scpi-framework,,community,QuTech CC 中央控制器 分析仪器 控制器,cc
YES,VISA_SCPI,scpi-framework,,community,QuTech QuTech QWG Qubit Waveform Generator,qwg
YES,VISA_SCPI,lantz/VISA,,community,Racal-Dana 1992通用频率计数器,d_868
YES,VISA_SCPI,scpi-framework,,community,Rigol DG1062Z 函数/任意波形发生器,d_532
YES,VISA_SCPI,scpi-framework,,community,Rigol DG4000系列 函数/任意波形发生器,d_533
YES,VISA_SCPI,scpi-framework,,community,Rigol DG800系列任意波形发生器,d_869
YES,VISA_SCPI,scpi-framework,,community,Rigol DP932 三路输出可编程直流电源,d_596
YES,VISA_SCPI,scpi-framework,,community,Rigol DS1074Z 数字示波器,d_537
YES,VISA_SCPI,scpi-framework,,community,Rohde & Schwarz FSL频谱分析仪,d_870
YES,VISA_SCPI,scpi-framework,,community,Rohde & Schwarz FSW信号与频谱分析仪,d_871
YES,VISA_SCPI,scpi-framework,,community,Rohde & Schwarz NGE100B系列 直流电源,d_206
YES,VISA_SCPI,scpi-framework,,community,Rohde & Schwarz NGP800 直流电源,d_311
YES,VISA_SCPI,scpi-framework,,community,Rohde & Schwarz SFM电视测试发射机,d_872
YES,VISA_SCPI,scpi-framework,,community,Santec TSL-570 高性能可调谐激光器,d_608
YES,VISA_SCPI,scpi-framework,,community,Santec TSL-580 高性能可调谐激光器,d_609
YES,VISA_SCPI,lantz/VISA,,community,Smartline V1真空计,d_890
YES,VISA_SCPI,lantz/VISA,,community,SOCOREX 825可调微量移液器,core_client
YES,VISA_SCPI,scpi-framework,,community,Source AC,source_ac
YES,VISA_SCPI,lantz/VISA,,community,Spectrometers,usb4000
YES,VISA_SCPI,scpi-framework,,community,str,thor_labs_apt
