"source","folder","name","manufacturer","conn","framework","probe_cmd","actions","verdict"
"community","d_136","Instron 5943/5944/5969 万能试验机","Instron","TCP","socket","stepw","6","T3_network_needs_ext"
"community","d_137","ZwickRoell zwickiLine 万能试验机","ZwickRoell","SERIAL","pyserial","","4","T1b_serial_probe_tbd"
"community","d_139","Sartorius Picus 2 电动移液器","Sartorius","TCP","socket","","0","T3_network_needs_ext"
"community","d_14","Prior Scientific ProScan III 多轴显微镜控制器","Prior Scientific","SERIAL","pyserial","","10","T1b_serial_probe_tbd"
"community","d_140","Integra VOYAGER II 电动移液器","Integra Biosciences","SERIAL","pyserial","","1","T1b_serial_probe_tbd"
"community","d_15","Prior Scientific ProScan 显微镜控制器","Prior Scientific","SERIAL","pyserial","","10","T1b_serial_probe_tbd"
"community","d_156","A&D GX-K/GF-K 系列精密工业天平","A&D","SERIAL","pyserial","","5","T1b_serial_probe_tbd"
"community","d_158","Kern PCB 系列精密天平","Kern","SERIAL","pyserial","","6","T1b_serial_probe_tbd"
"community","d_16","ASI MS-2000 XYZ自动化载物台","ASI","SERIAL","pyserial","","10","T1b_serial_probe_tbd"
"community","d_165","Tescan MIRA/VEGA 扫描电子显微镜","Tescan","TCP","socket","","5","T3_network_needs_ext"
"community","d_17","LUDL MAC6000 显微镜自动化控制器","LUDL","SERIAL","pyserial","","3","T1b_serial_probe_tbd"
"community","d_172","Andor Shamrock/Kymera 光谱仪","Andor","USB_SDK","usb/dll","","10","T3u_usb_sdk_not_serial"
"community","d_173","Acton/Princeton Instruments SpectraPro 2150i 光谱仪","Princeton Instruments","SERIAL","pyserial","?turret","10","T1_serial_probe_ready"
"community","d_174","Acton/Princeton Instruments SpectraPro 2300i 光谱仪","Princeton Instruments","SERIAL","pyserial","?turret","10","T1_serial_probe_ready"
"community","d_176","KNAUER Smartline Pump 100 等度HPLC泵","Knauer","TCP","network-framework","V?","7","T3_network_needs_ext"
"community","d_177","Teledyne SSI ReaXus LD Class低死体积双柱塞HPLC泵","SSI","SERIAL","pyserial","","10","T1b_serial_probe_tbd"
"community","d_178","name","SSI","UNKNOWN","","","5","T4_manual_review"
"community","d_18","Sutter Lambda 10-3 光学滤光轮控制器","Sutter Instrument","SERIAL","pyserial","","10","T1b_serial_probe_tbd"
"community","d_180","Linkam T96通用系统温度控制器","Linkam Scientific","SERIAL","pyserial","","10","T1b_serial_probe_tbd"
"community","d_181","Linkam TMS94温度控制器/程序升温仪","Linkam Scientific","SERIAL","pyserial","S","10","T1_serial_probe_ready"
"community","d_182","Linkam T95系统温度控制器","Linkam Scientific","SERIAL","pyserial","","10","T1b_serial_probe_tbd"
"community","d_183","Linkam T96热分析温度控制器","Linkam Scientific","SERIAL","pyserial","","10","T1b_serial_probe_tbd"
"community","d_184","Linkam TMS94热分析温度控制器","Linkam Scientific","SERIAL","pyserial","S","10","T1_serial_probe_ready"
"community","d_185","Linkam T95热分析系统温度控制器","Linkam Scientific","SERIAL","pyserial","","10","T1b_serial_probe_tbd"
"community","d_186","Keithley 236精密源表","Marconi Instruments","VISA_SCPI","lantz/VISA","*IDN?","0","T2_visa_needs_rs232_idn"
"community","d_187","Keithley 4200A-SCS半导体参数分析仪","Tektronix","VISA_SCPI","lantz/VISA","*IDN?","0","T2_visa_needs_rs232_idn"
"community","d_188","Agilent 4155C半导体参数分析仪","Agilent","UNKNOWN","","*IDN?","10","T4_manual_review"
"community","d_189","Keysight B2900系列精密源表","Keysight","TCP","socket","*IDN?","10","T3_network_needs_ext"
"community","d_19","Zaber X-ADR130 线性电机扫描显微镜台","Zaber","SERIAL","pyserial","","10","T1b_serial_probe_tbd"
"community","d_190","Keysight N6705A模块化直流电源分析仪","Keysight","TCP","socket","*IDN?","10","T3_network_needs_ext"
"community","d_193","BK Precision 178x系列可编程直流电源","BK Precision","SERIAL","pyserial","","10","T1b_serial_probe_tbd"
"community","d_194","EA PS 2000B系列可编程直流实验室电源","EA Elektro-Automatik","SERIAL","pyserial","","10","T1b_serial_probe_tbd"
"community","d_195","GW Instek GPP-4323四通道可编程直流电源","GW Instek","SERIAL","pyserial","*IDN?","10","T1_serial_probe_ready"
"community","d_196","HP 4141B八通道直流源/监测器","Keysight","TCP","socket","*IDN?","10","T3_network_needs_ext"
"community","d_197","HP 4142B模块化直流源/监测器","Keysight","TCP","socket","*IDN?","10","T3_network_needs_ext"
"community","d_198","HP 4145B半导体参数分析仪","Hewlett-Packard","TCP","socket","*IDN?","10","T3_network_needs_ext"
"community","d_199","iseg SHR高压源表","iseg Spezialelektronik","TCP","socket","*OPC?","10","T3_network_needs_ext"
"community","d_200","Keysight E3632A 双量程直流电源","Keysight","SERIAL","pyserial","*IDN?","10","T1_serial_probe_ready"
"community","d_201","Keysight N6705 直流功率分析仪","Keysight","TCP","socket","","8","T3_network_needs_ext"
"community","d_202","KORAD KD3005P 可编程线性直流电源","KORAD","SERIAL","pyserial","*IDN?","10","T1_serial_probe_ready"
"community","d_203","KORAD KWR100系列 可编程直流电源","KORAD","SERIAL","pyserial","*IDN%s?","10","T1_serial_probe_ready"
"community","d_204","Manson HCS-3000 可编程直流电源","Manson","SERIAL","pyserial","","10","T1b_serial_probe_tbd"
"community","d_205","Rohde & Schwarz HMP4000系列 多通道直流电源","Rohde & Schwarz","SERIAL","pyserial","*IDN?","10","T1_serial_probe_ready"
"community","d_206","Rohde & Schwarz NGE100B系列 直流电源","Rohde & Schwarz","VISA_SCPI","scpi-framework","","10","T2_visa_needs_rs232_idn"
"community","d_208","TDK-Lambda Genesys系列 可编程直流电源","TDK Lambda","SERIAL","pyserial","*IDN?","10","T1_serial_probe_ready"
"community","d_21","Wasatch Photonics WP-785X 拉曼光谱仪","Wasatch Photonics","UNKNOWN","","","10","T4_manual_review"
"community","d_210","Hameg HM8118 可编程LCR电桥","Rohde & Schwarz","SERIAL","pyserial","*IDN?","10","T1_serial_probe_ready"
"community","d_211","Keithley 590 CV分析仪","Agilent","UNKNOWN","","","10","T4_manual_review"
"community","d_214","Signal Recovery 7265 双相DSP锁相放大器","Signal Recovery","SERIAL","pyserial","","10","T1b_serial_probe_tbd"
"community","d_215","Signal Recovery 7280 宽带DSP锁相放大器","Signal Recovery","SERIAL","pyserial","","10","T1b_serial_probe_tbd"
"community","d_216","Agilent/Keysight 33600A系列 Trueform波形发生器","Keysight","UNKNOWN","","*IDN?","10","T4_manual_review"
"community","d_218","HP/Keysight 8114A 高功率脉冲发生器","Keysight","TCP","socket","*IDN?","10","T3_network_needs_ext"
"community","d_219","Keysight 81150A 脉冲函数任意噪声发生器","Keysight","TCP","socket","*IDN?","10","T3_network_needs_ext"
"community","d_22","Wasatch Photonics WP-532X 拉曼光谱仪","Wasatch Photonics","UNKNOWN","","","10","T4_manual_review"
"community","d_220","Red Pitaya STEMlab 125-14 多功能测量平台","RedPitaya","TCP","socket","*IDN?","10","T3_network_needs_ext"
"community","d_221","Rohde & Schwarz SMB100A 微波信号发生器","Rohde & Schwarz","TCP","socket","*IDN?","10","T3_network_needs_ext"
"community","d_222","Siglent SDG系列 函数/任意波形发生器","Siglent","TCP","socket","*IDN?","10","T3_network_needs_ext"
"community","d_223","Stanford Research Systems DG535 数字延迟/脉冲发生器","Stanford Research Systems","UNKNOWN","","","10","T4_manual_review"
"community","d_224","Rigol DHO1000系列 高分辨率数字示波器","Rigol","TCP","socket","TRIG:STAT?","7","T3_network_needs_ext"
"community","d_225","R&S HMO3004 数字示波器","Rohde & Schwarz","UNKNOWN","","*IDN?","7","T4_manual_review"
"community","d_226","R&S RTx 系列示波器","Rohde & Schwarz","TCP","socket","","10","T3_network_needs_ext"
"community","d_227","Keithley 194 高速电压表","Tektronix","UNKNOWN","","","8","T4_manual_review"
"community","d_228","Keysight 34401A 6.5位数字万用表","Keysight","SERIAL","pyserial","READ?","0","T1_serial_probe_ready"
"community","d_229","Keysight 34411A 6.5位高性能数字万用表","Keysight","TCP","socket","*IDN?","10","T3_network_needs_ext"
"community","d_23","Ocean Optics QE Pro 高灵敏度光谱仪","Ocean Optics","USB_SDK","camera/spectro-sdk","","3","T3u_usb_sdk_not_serial"
"community","d_230","Keysight 3458A 8.5位数字万用表","Keysight","UNKNOWN","","","7","T4_manual_review"
"community","d_231","Keysight 53200A系列 通用频率计数器/定时器","Keysight","TCP","socket","*IDN?","10","T3_network_needs_ext"
"community","d_232","Keysight B2981A 飞安/皮安计","Keysight","SERIAL","pyserial","*IDN?","0","T1_serial_probe_ready"
"community","d_233","Keithley 2000 6.5位数字万用表","Tektronix","SERIAL","pyserial","*IDN?","8","T1_serial_probe_ready"
"community","d_234","Keithley 2700 万用表/数据采集/开关系统","Tektronix","VISA_SCPI","lantz/VISA","*IDN?","0","T2_visa_needs_rs232_idn"
"community","d_235","Keithley 3706A 系统开关/万用表","Tektronix","TCP","socket","","9","T3_network_needs_ext"
"community","d_236","Keithley 617 可编程静电计","Tektronix","UNKNOWN","","","9","T4_manual_review"
"community","d_237","Keithley 6485 皮安计","Tektronix","SERIAL","pyserial","*IDN?","7","T1_serial_probe_ready"
"community","d_238","Keithley 6487 皮安计/电压源","Tektronix","SERIAL","pyserial","*IDN?","10","T1_serial_probe_ready"
"community","d_239","Keithley 740 系统扫描温度计","Tektronix","UNKNOWN","","","5","T4_manual_review"
"community","d_24","Ocean Optics USB2000+ 微型光纤光谱仪","Ocean Optics","USB_SDK","camera/spectro-sdk","","8","T3u_usb_sdk_not_serial"
"community","d_240","Keithley 199 系统数字万用表/扫描器","Racal-Dana","UNKNOWN","","","7","T4_manual_review"
"community","d_241","Advantest R6552 数字万用表","Advantest","UNKNOWN","","MD?","7","T4_manual_review"
"community","d_242","Fluke 8842A 5.5位数字万用表","Fluke","UNKNOWN","","","8","T4_manual_review"
"community","d_243","HP 3457A 数字万用表","Keysight","UNKNOWN","","ID?","7","T4_manual_review"
"community","d_244","Rigol DM3000系列 数字万用表","Rigol","TCP","socket","TRIG:STAT?","7","T3_network_needs_ext"
"community","d_245","Solartron 7001 数字万用表","Solartron","UNKNOWN","","","7","T4_manual_review"
"community","d_246","Racal-Dana 9015A 微波频率计","Racal-Dana","UNKNOWN","","","7","T4_manual_review"
"community","d_247","Datron 1061 自动校准数字万用表","Datron","UNKNOWN","","","7","T4_manual_review"
"community","d_248","R&S NRT 功率反射计","Rohde & Schwarz","SERIAL","pyserial","*IDN?","10","T1_serial_probe_ready"
"community","d_249","UNI-T UT61E 数字万用表","UNI-T","UNKNOWN","","","3","T4_manual_review"
"community","d_25","Ocean Optics HR4000 高分辨率光谱仪","Ocean Optics","USB_SDK","camera/spectro-sdk","","3","T3u_usb_sdk_not_serial"
"community","d_252","R&S ZNL 矢量网络分析仪","Rohde & Schwarz","TCP","socket","*IDN?","10","T3_network_needs_ext"
"community","d_253","HP 8593E 便携式频谱分析仪","Keysight","TCP","socket","*IDN?","10","T3_network_needs_ext"
"community","d_254","R&S FPC 频谱分析仪","Rohde & Schwarz","VISA_SCPI","lantz/VISA","*IDN?","10","T2_visa_needs_rs232_idn"
"community","d_255","Eurotherm 2200 温度控制器/编程器","Eurotherm","SERIAL","pyserial","","0","T1b_serial_probe_tbd"
"community","d_256","Eurotherm 2400 温度控制器/编程器","Eurotherm","SERIAL","pyserial","","0","T1b_serial_probe_tbd"
"community","d_257","Eurotherm 3200 温度/过程控制器","Eurotherm","SERIAL","pyserial","","0","T1b_serial_probe_tbd"
"community","d_258","Scientific Instruments Model 9700 低温温度控制器","Scientific Instruments","SERIAL","pyserial","*IDN?","10","T1_serial_probe_ready"
"community","d_259","Lauda Ecoline RE300 低温恒温循环槽","Lauda","SERIAL","pyserial","","5","T1b_serial_probe_tbd"
"community","d_26","Ocean Optics Maya2000 Pro 高灵敏度光谱仪","Ocean Optics (Ocean Insight)","USB_SDK","camera/spectro-sdk","","3","T3u_usb_sdk_not_serial"
"community","d_260","BelektroniG BTC-LAB 台式温度控制器","BelektroniG","SERIAL","pyserial","","10","T1b_serial_probe_tbd"
"community","d_261","CreaPhys RCU001 蒸发速率控制单元","MBRAUN","SERIAL","pyserial","","10","T1b_serial_probe_tbd"
"community","d_262","Accretech UF200/UF300 晶圆探针台","Accretech","VISA_SCPI","lantz/VISA","B","10","T2_visa_needs_rs232_idn"
"community","d_263","FormFactor Velox 探针台控制软件","FormFactor","UNKNOWN","","","10","T4_manual_review"
"community","d_265","Newport Oriel Cornerstone 260 单色仪","Newport","SERIAL","pyserial","","10","T1b_serial_probe_tbd"
"community","d_27","Ocean Optics Flame-S 微型光谱仪","Ocean Optics (Ocean Insight)","USB_SDK","camera/spectro-sdk","","3","T3u_usb_sdk_not_serial"
"community","d_270","Newport 1835-C 高性能光功率计","Newport","SERIAL","pyserial","*IDN?","3","T1_serial_probe_ready"
"community","d_271","Keysight 8163A 光波万用表系统","Keysight","TCP","socket","*IDN?","10","T3_network_needs_ext"
"community","d_272","Keysight N7744A 光多端口功率计","Keysight","TCP","socket","*IDN?","10","T3_network_needs_ext"
"community","d_273","Keysight N7778C 可调谐激光源","Keysight","TCP","socket","*IDN?","10","T3_network_needs_ext"
"community","d_274","Keysight N7770系列 可调谐激光源","Keysight","TCP","socket","*IDN?","10","T3_network_needs_ext"
"community","d_275","Keysight 81550A 单模可变光衰减器模块","Keysight","TCP","socket","*IDN?","10","T3_network_needs_ext"
"community","d_276","Keysight 81600B 可调谐激光源模块","Keysight","TCP","socket","*IDN?","10","T3_network_needs_ext"
"community","d_277","Keysight 81900A 光开关模块","Keysight","TCP","socket","*IDN?","10","T3_network_needs_ext"
"community","d_278","Artifex Engineering OPM150 光功率计","Artifex Engineering","SERIAL","pyserial","","10","T1b_serial_probe_tbd"
"community","d_279","Artifex Engineering TZA500 跨阻放大器","Artifex Engineering","SERIAL","pyserial","","10","T1b_serial_probe_tbd"
"community","d_28","Ocean HDX 高清光谱仪","Ocean Optics","USB_SDK","camera/spectro-sdk","","3","T3u_usb_sdk_not_serial"
"community","d_280","Photo Research PR-655 SpectraScan 光谱辐射计","Photo Research","SERIAL","pyserial","","10","T1b_serial_probe_tbd"
"community","d_281","Konica Minolta CS-100A 亮度色度计","Konica Minolta","SERIAL","pyserial","","8","T1b_serial_probe_tbd"
"community","d_286","Inficon SQM-160 薄膜沉积监控仪","Inficon","VISA_SCPI","lantz/VISA","","7","T2_visa_needs_rs232_idn"
"community","d_288","Inficon XTM/2 薄膜沉积监控仪","Inficon","VISA_SCPI","lantz/VISA","","6","T2_visa_needs_rs232_idn"
"community","d_289","Sycon STM-100 薄膜厚度/速率监控仪","Inficon","SERIAL","pyserial","","10","T1b_serial_probe_tbd"
"community","d_29","Ocean Optics NIRQuest 近红外光谱仪","Ocean Optics","USB_SDK","camera/spectro-sdk","","3","T3u_usb_sdk_not_serial"
"community","d_290","JEVATEC JEVAmet VCU 通用真空控制器","JEVATEC","SERIAL","pyserial","","10","T1b_serial_probe_tbd"
"community","d_291","PREVAC TM1x 薄膜厚度监控仪","PREVAC","UNKNOWN","","","10","T4_manual_review"
"community","d_292","PREVAC TMC13 薄膜厚度监控控制器","PREVAC","UNKNOWN","","","10","T4_manual_review"
"community","d_293","Leybold Combivac CM31 真空计控制器","Leybold","SERIAL","pyserial","","1","T1b_serial_probe_tbd"
"community","d_294","Rotrics DexArm 多功能桌面机械臂","Rotrics","SERIAL","pyserial","","10","T1b_serial_probe_tbd"
"community","d_295","Kern 572 精密天平","Kern","SERIAL","pyserial","","10","T1b_serial_probe_tbd"
"community","d_296","Kern 573 精密天平","Kern","SERIAL","pyserial","","10","T1b_serial_probe_tbd"
"community","d_299","OWIS PS 10-32 单轴位置控制单元","OWIS","SERIAL","pyserial","?CNT1","10","T1_serial_probe_ready"
"community","d_30","Ocean Optics STS 微型光谱仪","Ocean Optics","USB_SDK","camera/spectro-sdk","","3","T3u_usb_sdk_not_serial"
"community","d_300","Nanotec SMCI 步进电机控制器","Nanotec","SERIAL","pyserial","","10","T1b_serial_probe_tbd"
"community","d_302","MBRAUN SCU101 手套箱系统控制器","MBRAUN","SERIAL","pyserial","","10","T1b_serial_probe_tbd"
"community","d_305","Keithley 707A 半导体开关矩阵主机","Tektronix","UNKNOWN","","","10","T4_manual_review"
"community","d_306","Keithley 707B 半导体开关矩阵主机","Tektronix","TCP","socket","*IDN?","10","T3_network_needs_ext"
"community","d_307","Keysight 34980A 多功能开关/测量单元","Keysight","TCP","socket","","9","T3_network_needs_ext"
"community","d_308","Keysight B2200A 飞安级低漏电开关主机","Keysight","UNKNOWN","","*IDN?","10","T4_manual_review"
"community","d_309","Keysight E5250A 低漏电开关主机","Keysight","UNKNOWN","","*IDN?","9","T4_manual_review"
